"synsetid","wordid","sentenceid"
"202576503","23524","15"
"202578008","42636","140"
"202578008","42775","140"
"202578008","50903","140"
"202578008","118097","140"
"202581073","14725","123"
"202581477","105263","140"
"202581675","34588","140"
"202581675","110356","140"
"202582042","127671","137"
"202582615","27749","123"
"202583139","7762","97"
"202583139","108845","97"
"202583139","111949","97"
"202583139","111951","97"
"202583545","110663","138"
"202594979","145783","110"
"202596113","83269","14"
"202596113","83269","15"
"202596493","128504","15"
"202597449","121759","33"
"202597449","121759","34"
"202597449","121759","87"
"202597449","121759","88"
"202598143","8799","140"
"202598143","52982","140"
"202598143","57501","140"
"202600490","139930","123"
"202604760","12320","109"
"202618149","64558","135"
"202618149","64564","135"
"202618149","75635","135"
"202618149","78386","135"
"202618149","78395","135"
"202618149","128548","135"
"202619924","27565","135"
"202619924","80944","135"
"202619924","106234","135"
"202627934","89114","123"
"202637938","142530","107"
"202638444","125028","107"
"202638444","125815","107"
"202638444","125816","107"
"202641035","63635","107"
"202641035","97452","107"
"202641463","64546","107"
"202641463","64554","107"
"202641463","142530","137"
"202641741","64558","107"
"202641957","34811","107"
"202642238","36643","117"
"202642238","104785","107"
"202642238","124984","107"
"202649042","48376","74"
"202649220","38747","82"
"202649220","38856","82"
"202649305","31903","151"
"202651853","73420","15"
"202658283","23533","111"
"202658283","23541","111"
"202659763","48990","131"
"202678438","28496","126"
"202678438","69924","126"
"202678438","92146","126"
"202678438","145957","126"
"202678839","70333","159"
"202680814","22189","138"
"202680814","57926","138"
"202680814","107482","138"
"202680814","126214","138"
"202684924","29372","137"
"202684924","29372","138"
"202684924","58452","138"
"202684924","73420","138"
"202690708","77337","162"
"202690708","77337","163"
"202693319","45345","24"
"202693319","51615","24"
"202697120","42262","73"
"202697120","67710","73"
"202697120","71950","73"
"202697120","83583","15"
"202697120","98490","15"
"202700867","64545","73"
"202703289","109983","14"
"202703289","122262","14"
"202703289","146770","14"
"202705132","64558","19"
"202706605","18900","151"
"202706605","18900","152"
"202706605","65806","153"
"202706605","65806","154"
"202706605","116992","152"
"202708420","123606","107"
"202714360","18201","152"
"202714974","128745","152"
"202714974","130820","152"
"202715595","648","151"
"202715595","648","152"
"202715595","17432","152"
"202715595","18579","152"
"202717102","21346","35"
"202717102","95623","35"
"202717102","129777","35"
"202717472","33503","164"
"202717472","33503","165"
"202717472","39297","39"
"202717472","128987","39"
"202717701","78843","162"
"202717701","78843","163"
"202723016","107875","14"
"202723232","41751","159"
"202723232","43563","159"
"202727883","117332","131"
"202730471","47599","120"
"202734800","73420","121"
"202735897","63084","15"
"202737876","13052","42"
"202737876","58418","42"
"202738544","123934","47"
"202742232","39232","131"
"202743020","10955","162"
"202743020","10955","163"
"202744061","17687","164"
"202744061","17687","165"
"202744061","65649","164"
"202744061","65649","165"
"202744061","79078","164"
"202744061","79078","165"
"202748927","2101","76"
"202748927","34318","76"
"202748927","41821","76"
"202748927","59145","76"
"202749405","14817","78"
"202749520","21263","78"
"202749633","121633","78"
"202749768","119390","78"
"202756558","107952","122"
"202756558","107960","122"
"202757475","39267","122"
"202757475","85680","122"
"202757651","119312","122"
"202757651","119316","122"
"202758033","97952","122"
"202758033","103406","122"
"202758033","107954","122"
"202758033","107955","122"
"202758033","126525","122"
"202758399","121363","122"
"202758399","121364","122"
"202758826","51263","122"
"202758977","121859","122"
"202759115","61250","122"
"202759254","121106","122"
"202762468","18513","147"
"202762981","49146","149"
"202762981","49146","150"
"202762981","49205","149"
"202762981","49205","150"
"202763450","118841","149"
"202763450","118841","150"
"202763609","49420","149"
"202763609","49420","150"
"202763609","49423","149"
"202763609","49423","150"
"202763740","12397","149"
"202763740","12397","150"
"202763740","118853","149"
"202763740","118853","150"
"202764614","14901","149"
"202764614","14901","150"
"202764765","136550","8"
"202765231","93273","8"
"202765924","118853","8"
"202766390","123310","149"
"202766390","123310","150"
"202768874","18513","149"
"202768874","18513","150"
"202768874","58269","149"
"202768874","58269","150"
"202769241","15238","122"
"202770170","126278","122"
"202770535","16130","122"
"202770535","16130","135"
"202770535","132729","122"
